id,title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
100089,Nazis at the Center of the Earth,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10009,Brother Bear,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10010,Brother Bear 2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10011,Abominable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100110,Survival Quest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10012,Cursed,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100122,The Art of Dying,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
10013,Peggy Sue Got Married,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10015,Heartbreak Ridge,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100152,Mars,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016,Ghosts of Mars,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
100167,No Way Home,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10017,The Wraith,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
100179,London in the Raw,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018,Life Is All You Get,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100183,Outpost: Black Sun,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10019,Mannequin,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
100196,Julian Po,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10020,Beauty and the Beast,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
10021,The Secret of My Success,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100215,Another Way,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10022,The Pacifier,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
100224,How Much Wood Would a Woodchuck Chuck,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10023,Dragnet,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10024,My Sister's Keeper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100241,"I, Frankenstein",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100243,Act of Violence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100246,Gertie the Dinosaur,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100247,"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025,Just My Luck,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
100257,Quartet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10027,Unleashed,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100270,Game of Werewolves,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100271,A Letter to Momo,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100272,Harold's Going Stiff,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100274,Comforting Skin,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
100275,Eddie: The Sleepwalking Cannibal,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10028,Honey,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
100287,My Avatar and Me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100288,Black Sun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10029,Very Bad Things,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100292,Ain't in It for My Health: A Film About Levon Helm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10030,Good Luck Chuck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10032,Van Wilder 2: The Rise of Taj,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10033,Just Friends,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10034,High Heels and Low Lifes,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10035,100 Girls,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100351,Sylvia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
10036,7 Dwarves: The Forest Is Not Enough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10037,The Hunt for Eagle One: Crash Point,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10040,Miss Congeniality 2: Armed and Fabulous,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100402,Captain America: The Winter Soldier,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100409,Over Your Cities Grass Will Grow,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10041,Broken,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100416,Demoted,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100420,Gabriel Over the White House,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10044,My Lucky Stars,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,District B13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10046,Blueberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100461,The Christian Revolt,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
100468,They Have Changed Their Face,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10047,The Messenger: The Story of Joan of Arc,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10048,Stealth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10049,Attack Force,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100490,Scarlett,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100493,The Devil's Carnival,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10050,Get Over It,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10051,Avenue Montaigne,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10052,Dragonfly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100526,Thunder Rock,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
100528,The War Against Mrs. Hadley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100529,Lola Versus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10053,When a Stranger Calls,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100532,Sun Kissed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10054,Spy Kids,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100540,The Kill Hole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100544,Officer Down,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10055,Room 6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10056,Killer's Kiss,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100568,Floating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10057,The Three Musketeers,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100592,The Hand,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100594,The Book of Fate,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10060,Get Rich or Die Tryin',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100605,December 7th,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10061,Escape from L.A.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10063,The Breed,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100632,Always Leave Them Laughing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100634,Counting Backwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10064,Edison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10065,The Amityville Horror,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
100656,Four Sided Triangle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10066,House of Wax,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100661,Terror Is a Man,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100669,Shark Swarm,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10067,The Shaggy Dog,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100671,The Witchmaker,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10068,Nine 1/2 Weeks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100681,Shanghai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100683,Dragon Eyes,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10069,Stay Alive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10070,Feast,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10071,The Brothers Solomon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10072,A Nightmare on Elm Street 3: Dream Warriors,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10073,Date Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10074,Hot Rod,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100747,Hitler's Madman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10075,Blood and Chocolate,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
10077,A Sound of Thunder,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
100770,The Black Torment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100776,Company: Original Cast Album,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10078,Magicians,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100791,That still Karloson!,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100794,"Walking, Walking",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10081,The Principal,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100812,The Laughing Woman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
100813,Koch Brothers Exposed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100814,Nazty Nuisance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100825,Chely Wright: Wish Me Away,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100829,This is What Love in Action Looks Like,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10083,No Way Out,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100830,Radiostars,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10085,Unrest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10086,Man Bites Dog,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10087,Man to Man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10089,Evil Bong,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100894,The Mayor of Hell,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100898,North Sea Texas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10090,Reno 911!: Miami,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100910,Tender Comrade,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10092,Cry_Wolf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100923,Way of Blue Sky,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10093,The Return,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10094,Gone,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
10096,13 Going on 30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10097,The Tiger's Tail,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100973,Deadline,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
100975,Just Looking,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10098,The Kid,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Leon: The Professional,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
101006,Liverpool,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10102,La Grande Bouffe,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101024,I Love Hong Kong 2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101029,The Alley Tramp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10103,Windstruck,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101030,The Golden Blade,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10105,Saints and Soldiers,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
101056,The Millionaire Tour,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10107,Firehouse Dog,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10109,The White Dragon,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10110,Empire of the Sun,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10111,Confetti,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10112,The Aristocats,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101124,Beijing Taxi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101125,Class of '61,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101135,A Connecticut Yankee in King Arthur's Court,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10115,Stick It,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10116,Shinobi: Heart Under Blade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10117,Action Jackson,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101173,Coriolanus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
101176,The Butterfly Room,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
101179,Truth or Dare,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
10118,Material Girls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101183,The Third Lover,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101185,The Far Pavilions,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
10119,The Color of Milk,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101190,Gangsters and Philantropists,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10120,Blonde and Blonder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101206,Action in Arabia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
101217,Hanzo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10122,Flight of the Navigator,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
101226,Dear Heart,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101231,Gente Di Rispetto,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10124,Heartstopper,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101242,Love Simple,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10125,Fine Dead Girls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10126,Colors,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101267,Katy Perry: Part of Me,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10127,Critters 2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10128,Alien Nation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
101281,Bachelor Flat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101288,Ten North Frederick,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
101289,"See Here, Private Hargrove",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10129,Herbstmilch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101293,Skinheads,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
101297,"Tomorrow, the World!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101299,The Hunger Games: Catching Fire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10130,Gorillas in the Mist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101307,Rage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101308,Ride Beyond Vengeance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10131,A Nightmare on Elm Street 4: The Dream Master,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10132,Talk Radio,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101325,The Forger,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10133,Cypher,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
101330,Light Years Away,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101338,Crane World,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10134,Cyborg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101342,The Spousals of God,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10135,Road House,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101352,L'Antisémite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10136,The Golden Child,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101362,A Cure for Love,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101363,The Wonderful Ice Cream Suit,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10137,Stuart Little,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
101376,The Queen and I,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10138,Iron Man 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101382,Utamaro and His Five Women,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101383,With Byrd at the South Pole,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10139,Milk,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10141,Dirty Rotten Scoundrels,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10142,Casualties of War,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
101420,Burden of Evil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101422,The Reincarnation of Peter Proud,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10144,The Little Mermaid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101444,The Hunters of the Golden Cobra,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101449,Jim Gaffigan: Mr. Universe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10145,The Forgotten,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
10146,Men...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10147,Bad Santa,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101482,Lonesome,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10149,Smoke,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10150,The Last Unicorn,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
101501,The Afflicted,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
101503,Ali Baba Bunny,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10151,Snow White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101514,Quints,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
101519,A Fantastic Fear of Everything,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10152,Dumb and Dumberer: When Harry Met Lloyd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101520,Reel Injun,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10153,Sphere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101538,The Gnomes' Great Adventure,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10154,Mickey Blue Eyes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10155,U Turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101553,Yankee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101557,Westward the Women,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10156,History of the World: Part I,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101566,Marathon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10157,Police Academy 2: Their First Assignment,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10158,White Men Can't Jump,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10159,The Rundown,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101598,God Is My Co-Pilot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10160,A Nightmare on Elm Street 5: The Dream Child,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
